Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %,Sector,Year,Month,Weekday,Trade Duration
PTON,Short,2020-09-29,125.0,111.75,2020-10-30,10.6,Consumer Cyclical,2020,9,Tuesday,31.0
WHR,Short,2020-10-13,202.27,181.45,2020-10-30,10.29,Consumer Cyclical,2020,10,Tuesday,17.0
SCO,Long,2020-10-06,16.0,17.65,2020-10-26,10.31,Equity / Other,2020,10,Tuesday,20.0
VXX,Long,2020-09-15,23.72,24.55,2020-10-26,3.5,Leveraged ETF,2020,9,Tuesday,41.0
WWR,Long,2020-10-23,4.12,5.12,2020-10-26,24.27,Basic Materials,2020,10,Friday,3.0
Z,Short,2020-09-25,106.55,95.45,2020-10-22,10.42,Communication Services,2020,9,Friday,27.0
LTC/USD,Long,2020-09-05,46.0,55.2,2020-10-22,20.0,Crypto,2020,9,Saturday,47.0
BTC/USD,Long,2020-09-05,9900.0,12455.0,2020-10-21,25.81,Crypto,2020,9,Saturday,46.0
JKS,Short,2020-10-07,73.93,69.43,2020-10-21,6.09,Technology,2020,10,Wednesday,14.0
MSFT,Short,2020-10-13,223.9,213.8,2020-10-19,4.51,Technology,2020,10,Tuesday,6.0
TLRY,Long,2020-09-17,4.89,590.0,2020-10-08,20.65,Healthcare,2020,9,Thursday,21.0
PENN,Short,2020-09-28,72.75,65.4,2020-10-08,10.1,Consumer Cyclical,2020,9,Monday,10.0
SCO,Long,2020-09-17,16.03,17.63,2020-09-29,10.0,Equity / Other,2020,9,Thursday,12.0
X,Long,2020-09-25,6.88,7.6,2020-09-28,10.47,Equity / Other,2020,9,Friday,3.0
PENN,Short,2020-09-17,72.65,62.65,2020-09-24,13.77,Consumer Cyclical,2020,9,Thursday,7.0
ZM,Short,2020-09-23,509.25,459.25,2020-09-24,9.82,Technology,2020,9,Wednesday,1.0
KBH,Short,2020-09-22,40.5,37.95,2020-09-23,6.3,Consumer Cyclical,2020,9,Tuesday,1.0
ACB,Long,2020-09-11,6.72,7.22,2020-09-22,7.44,Healthcare,2020,9,Friday,11.0
ZSL,Long,2020-08-13,7.46,8.46,2020-09-21,13.41,Equity / Other,2020,8,Thursday,39.0
EFX,Short,2020-06-03,171.75,156.8,2020-09-17,8.68,Industrials,2020,6,Wednesday,106.0
TLRY,Long,2020-09-14,5.17,6.04,2020-09-16,17.16,Healthcare,2020,9,Monday,2.0
SCO,Long,2020-07-02,15.88,18.91,2020-09-08,19.08,Equity / Other,2020,7,Thursday,68.0
MSFT,Short,2020-04-16,209.3,207.0,2020-09-04,1.1,Technology,2020,4,Thursday,141.0
SPLK,Short,2020-07-01,204.75,191.5,2020-09-04,6.47,Technology,2020,7,Wednesday,65.0
W,Short,2020-06-17,269.82,249.82,2020-09-04,7.42,Consumer Cyclical,2020,6,Wednesday,79.0
FB,Short,2020-08-26,301.25,281.25,2020-09-04,6.64,Equity / Other,2020,8,Wednesday,9.0
GOOGL,Short,2020-09-02,1726.0,1592.0,2020-09-04,7.76,Communication Services,2020,9,Wednesday,2.0
ZM,Short,2020-08-26,403.33,375.0,2020-09-03,7.56,Technology,2020,8,Wednesday,8.0
OSTK,Short,2020-07-28,94.28,84.45,2020-09-02,11.45,Equity / Other,2020,7,Tuesday,36.0
VXX,Long,2020-08-06,25.8,28.12,2020-09-02,8.99,Leveraged ETF,2020,8,Thursday,27.0
ZSL,Long,2020-07-21,9.63,9.22,2020-08-11,-4.26,Equity / Other,2020,7,Tuesday,21.0
X,Long,2020-07-27,7.34,8.2,2020-08-11,11.72,Equity / Other,2020,7,Monday,15.0
DOCU,Short,2020-07-30,214.3,197.0,2020-08-10,8.07,Technology,2020,7,Thursday,11.0
ILMN,Short,2020-06-19,371.23,343.69,2020-08-07,7.42,Healthcare,2020,6,Friday,49.0
SPOT,Short,2020-06-29,274.75,247.27,2020-08-05,10.0,Communication Services,2020,6,Monday,37.0
LTC/USD,Long,2020-02-26,42.55,53.25,2020-07-27,25.15,Crypto,2020,2,Wednesday,152.0
BTC/USD,Long,2020-07-22,9373.0,11405.0,2020-07-27,21.68,Crypto,2020,7,Wednesday,5.0
ZM,Short,2020-07-20,271.0,249.25,2020-07-23,8.03,Technology,2020,7,Monday,3.0
XTZ/USD,Long,2020-06-16,2.59,3.26,2020-07-15,25.87,Crypto,2020,6,Tuesday,29.0
SHOP,Short,2020-07-01,1029.0,925.0,2020-07-14,10.11,Technology,2020,7,Wednesday,13.0
ZM,Short,2020-06-22,263.0,240.5,2020-07-14,8.56,Technology,2020,6,Monday,22.0
FSLY,Short,2020-06-30,93.25,83.9,2020-07-13,10.03,Technology,2020,6,Tuesday,13.0
DOCU,Short,2020-07-10,211.0,189.25,2020-07-13,10.31,Technology,2020,7,Friday,3.0
FB,Short,2020-04-29,224.6,207.75,2020-06-29,7.5,Equity / Other,2020,4,Wednesday,61.0
SCO,Long,2020-06-23,16.9,18.65,2020-06-24,10.36,Equity / Other,2020,6,Tuesday,1.0
SCO,Long,2020-06-05,18.92,21.0,2020-06-11,11.0,Equity / Other,2020,6,Friday,6.0
ILMN,Short,2020-05-28,375.0,343.5,2020-06-11,8.4,Healthcare,2020,5,Thursday,14.0
ADSK,Short,2020-06-10,238.75,224.48,2020-06-11,5.98,Technology,2020,6,Wednesday,1.0
SPXU,Long,2020-05-26,12.7,13.2,2020-06-11,3.94,Equity / Other,2020,5,Tuesday,16.0
TWM,Long,2020-06-01,11.18,11.95,2020-06-11,6.89,Equity / Other,2020,6,Monday,10.0
LULU,Short,2020-06-01,308.75,283.0,2020-06-11,8.34,Consumer Cyclical,2020,6,Monday,10.0
BA,Short,2020-06-05,219.85,198.25,2020-06-10,9.82,Industrials,2020,6,Friday,5.0
RIG,Long,2020-02-07,3.46,3.32,2020-06-08,-3.47,Energy,2020,2,Friday,122.0
OXY,Long,2020-03-06,20.46,20.24,2020-06-05,-1.07,Energy,2020,3,Friday,91.0
DKNG,Short,2020-06-01,43.25,39.95,2020-06-02,7.63,Consumer Cyclical,2020,6,Monday,1.0
LABD,Long,2020-05-28,4.55,5.1,2020-05-29,12.09,Leveraged ETF,2020,5,Thursday,1.0
AMGN,Short,2020-04-23,238.65,220.0,2020-05-27,7.82,Healthcare,2020,4,Thursday,34.0
SHOP,Short,2020-04-24,764.5,714.5,2020-05-27,6.54,Technology,2020,4,Friday,33.0
LABD,Long,2020-05-18,4.37,5.24,2020-05-27,19.91,Leveraged ETF,2020,5,Monday,9.0
ZM,Short,2020-05-20,173.5,155.0,2020-05-27,11.94,Technology,2020,5,Wednesday,7.0
SE,Short,2020-05-26,82.5,75.5,2020-05-27,8.49,Consumer Cyclical,2020,5,Tuesday,1.0
HSY,Short,2020-04-13,142.2,128.24,2020-05-26,9.82,Consumer Defensive,2020,4,Monday,43.0
BA,Long,2020-04-30,130.62,140.05,2020-05-21,7.56,Industrials,2020,4,Thursday,21.0
UCO,Long,2020-04-14,32.12,21.32,2020-05-18,-33.62,Equity / Other,2020,4,Tuesday,34.0
W,Short,2020-04-27,178.96,160.5,2020-05-18,10.32,Consumer Cyclical,2020,4,Monday,21.0
TTD,Short,2020-04-29,305.0,280.0,2020-05-14,8.2,Communication Services,2020,4,Wednesday,15.0
SOXS,Long,2020-05-05,9.27,10.4,2020-05-14,12.19,Leveraged ETF,2020,5,Tuesday,9.0
LABD,Long,2020-05-05,5.22,5.77,2020-05-13,10.54,Leveraged ETF,2020,5,Tuesday,8.0
KLAC,Short,2020-04-29,173.75,156.5,2020-05-01,10.0,Technology,2020,4,Wednesday,2.0
LABD,Long,2020-04-23,6.12,7.45,2020-05-01,21.73,Leveraged ETF,2020,4,Thursday,8.0
TSLA,Short,2020-04-22,810.5,725.0,2020-05-01,10.55,Consumer Cyclical,2020,4,Wednesday,9.0
SOXS,Long,2020-04-22,9.52,10.5,2020-05-01,10.29,Leveraged ETF,2020,4,Wednesday,9.0
ETH/USD,Long,2020-03-08,161.83,210.6,2020-04-29,30.14,Crypto,2020,3,Sunday,52.0
BTC/USD,Long,2019-10-25,7581.25,8573.0,2020-04-29,13.08,Crypto,2019,10,Friday,187.0
SOXS,Long,2020-04-17,10.19,11.85,2020-04-21,16.29,Leveraged ETF,2020,4,Friday,4.0
SHOP,Short,2020-04-20,637.5,566.0,2020-04-21,11.22,Technology,2020,4,Monday,1.0
LABD,Long,2020-04-20,6.66,7.58,2020-04-21,13.81,Leveraged ETF,2020,4,Monday,1.0
NFLX,Short,2020-04-16,445.0,421.5,2020-04-17,5.28,Communication Services,2020,4,Thursday,1.0
SOHU,Long,2019-02-11,8.13,8.6,2020-04-17,5.78,Communication Services,2019,2,Monday,431.0
BAC,Long,2020-04-16,21.32,22.82,2020-04-16,7.04,Financial Services,2020,4,Thursday,0.0
BAC,Long,2020-03-05,25.76,24.7,2020-04-09,-4.11,Financial Services,2020,3,Thursday,35.0
JPM,Long,2020-03-04,91.45,100.45,2020-04-09,9.94,Financial Services,2020,3,Wednesday,36.0
UWM,Long,2020-03-11,38.06,38.15,2020-04-09,0.24,Equity / Other,2020,3,Wednesday,29.0
TUP,Long,2020-04-07,1.35,1.82,2020-04-09,34.81,Equity / Other,2020,4,Tuesday,2.0
USO,Long,2020-04-07,4.98,5.36,2020-04-08,7.63,Commodities,2020,4,Tuesday,1.0
XOM,Long,2020-02-25,40.41,43.08,2020-04-07,6.61,Energy,2020,2,Tuesday,42.0
KHC,Long,2020-03-30,24.5,27.0,2020-04-07,10.21,Consumer Defensive,2020,3,Monday,8.0
SAVE,Long,2020-04-03,10.25,11.6,2020-04-06,13.17,Equity / Other,2020,4,Friday,3.0
AXP,Long,2020-04-01,79.2,83.2,2020-04-06,5.05,Financial Services,2020,4,Wednesday,5.0
X,Long,2020-04-02,5.85,6.55,2020-04-06,11.97,Equity / Other,2020,4,Thursday,4.0
UCO,Long,2020-02-25,4.25,2.6,2020-04-02,-38.82,Equity / Other,2020,2,Tuesday,37.0
USO,Long,2020-03-30,4.08,4.6,2020-04-02,12.75,Commodities,2020,3,Monday,3.0
HAL,Long,2020-03-11,7.25,8.15,2020-04-02,12.41,Energy,2020,3,Wednesday,22.0
X,Long,2020-03-05,6.24,6.9,2020-04-01,10.58,Equity / Other,2020,3,Thursday,27.0
AAL,Long,2020-02-28,18.77,17.22,2020-03-26,-8.26,Industrials,2020,2,Friday,27.0
TLRY,Long,2020-02-24,6.89,7.55,2020-03-26,9.58,Healthcare,2020,2,Monday,31.0
PSX,Long,2020-03-16,49.25,55.1,2020-03-26,11.88,Energy,2020,3,Monday,10.0
MSFT,Long,2020-03-16,139.0,153.95,2020-03-26,10.76,Technology,2020,3,Monday,10.0
DIS,Long,2020-02-28,92.37,102.0,2020-03-25,10.43,Communication Services,2020,2,Friday,26.0
AAPL,Long,2020-03-20,221.12,251.5,2020-03-25,13.74,Technology,2020,3,Friday,5.0
SSO,Long,2020-03-09,84.27,87.42,2020-03-25,3.74,Equity / Other,2020,3,Monday,16.0
USLV,Long,2020-03-13,29.88,37.07,2020-03-24,24.06,Equity / Other,2020,3,Friday,11.0
UTX,Long,2020-03-23,73.64,84.0,2020-03-24,14.07,Equity / Other,2020,3,Monday,1.0
RCL,Long,2020-03-06,37.09,38.09,2020-03-24,2.7,Consumer Cyclical,2020,3,Friday,18.0
SAVE,Long,2020-03-04,12.77,13.67,2020-03-24,7.05,Equity / Other,2020,3,Wednesday,20.0
AXP,Long,2020-03-18,74.35,83.55,2020-03-24,11.03,Financial Services,2020,3,Wednesday,6.0
BA,Long,2020-03-16,118.96,135.0,2020-03-24,13.48,Industrials,2020,3,Monday,8.0
MCD,Long,2020-03-17,140.5,156.25,2020-03-20,11.21,Consumer Cyclical,2020,3,Tuesday,3.0
SPCE,Long,2020-03-16,11.0,13.5,2020-03-20,22.73,Industrials,2020,3,Monday,4.0
UBER,Long,2020-03-17,17.77,19.15,2020-03-19,7.77,Technology,2020,3,Tuesday,2.0
TSLA,Long,2020-03-18,354.0,425.8,2020-03-19,20.28,Consumer Cyclical,2020,3,Wednesday,1.0
UTX,Long,2020-03-18,75.25,84.65,2020-03-19,12.49,Equity / Other,2020,3,Wednesday,1.0
TRV,Long,2020-03-17,80.7,88.8,2020-03-17,10.04,Financial Services,2020,3,Tuesday,0.0
HSY,Short,2019-05-22,134.79,132.0,2020-03-16,2.06,Consumer Defensive,2019,5,Wednesday,299.0
PSX,Long,2020-03-11,50.33,57.5,2020-03-16,14.25,Energy,2020,3,Wednesday,5.0
AAPL,Long,2020-03-12,237.75,263.75,2020-03-13,10.94,Technology,2020,3,Thursday,1.0
AXP,Long,2020-03-12,82.85,90.5,2020-03-13,9.23,Financial Services,2020,3,Thursday,1.0
QLD,Long,2020-03-12,83.5,91.75,2020-03-13,9.88,Equity / Other,2020,3,Thursday,1.0
QLD,Long,2020-03-13,83.11,88.2,2020-03-13,6.14,Equity / Other,2020,3,Friday,0.0
TSLA,Short,2019-12-19,613.26,569.0,2020-03-12,7.22,Consumer Cyclical,2019,12,Thursday,84.0
GRMN,Short,2020-01-17,68.52,73.5,2020-03-12,-7.26,Technology,2020,1,Friday,55.0
MSFT,Short,2020-01-20,139.0,142.0,2020-03-12,-2.16,Technology,2020,1,Monday,52.0
QLD,Long,2020-03-12,83.0,93.25,2020-03-12,12.35,Equity / Other,2020,3,Thursday,0.0
BA,Short,2017-02-16,213.35,206.0,2020-03-11,3.45,Industrials,2017,2,Thursday,1119.0
HAL,Long,2020-03-09,8.45,9.77,2020-03-10,15.62,Energy,2020,3,Monday,1.0
TBT,Long,2020-03-06,16.0,17.3,2020-03-10,8.13,Equity / Other,2020,3,Friday,4.0
USO,Long,2020-03-09,6.65,7.33,2020-03-10,10.22,Commodities,2020,3,Monday,1.0
HAL,Long,2020-03-10,7.99,8.8,2020-03-10,10.13,Energy,2020,3,Tuesday,0.0
FISV,Short,2019-09-19,105.25,99.0,2020-03-09,5.94,Equity / Other,2019,9,Thursday,172.0
ETH/USD,Long,2020-03-01,214.85,238.15,2020-03-06,10.85,Crypto,2020,3,Sunday,5.0
USLV,Long,2020-02-28,70.25,75.5,2020-03-03,7.47,Equity / Other,2020,2,Friday,4.0
OXY,Long,2020-02-27,31.75,34.25,2020-03-03,7.87,Energy,2020,2,Thursday,5.0
GOOGL,Long,2020-02-28,1275.0,1403.0,2020-03-03,10.04,Communication Services,2020,2,Friday,4.0
SSO,Long,2020-02-28,121.5,130.75,2020-03-02,7.57,Equity / Other,2020,2,Friday,3.0
JPM,Long,2020-02-28,115.48,121.48,2020-03-02,5.2,Financial Services,2020,2,Friday,3.0
SQQQ,Long,2019-10-04,26.4,26.3,2020-02-28,-0.38,Leveraged ETF,2019,10,Friday,147.0
ROST,Short,2019-10-17,112.78,108.0,2020-02-28,4.24,Consumer Cyclical,2019,10,Thursday,134.0
QLD,Long,2020-02-28,105.3,116.0,2020-02-28,10.16,Equity / Other,2020,2,Friday,0.0
SOXS,Long,2019-10-11,27.79,25.35,2020-02-27,-8.78,Leveraged ETF,2019,10,Friday,139.0
FAZ,Long,2019-01-16,35.28,33.85,2020-02-27,-4.05,Leveraged ETF,2019,1,Wednesday,407.0
SPXU,Long,2019-01-15,22.9,23.2,2020-02-27,1.31,Equity / Other,2019,1,Tuesday,408.0
ASML,Short,2019-12-05,288.65,277.65,2020-02-27,3.81,Technology,2019,12,Thursday,84.0
ETH/USD,Long,2020-02-25,217.0,237.75,2020-02-27,9.56,Crypto,2020,2,Tuesday,2.0
AAL,Long,2020-02-27,19.95,22.45,2020-02-27,12.53,Industrials,2020,2,Thursday,0.0
AAPL,Short,2019-08-13,257.5,269.8,2020-02-27,-4.77,Technology,2019,8,Tuesday,198.0
BAC,Short,2019-10-22,32.15,31.95,2020-02-25,0.6,Financial Services,2019,10,Tuesday,126.0
KLAC,Short,2019-09-03,160.75,150.35,2020-02-25,6.47,Technology,2019,9,Tuesday,175.0
SDS,Long,2019-09-05,26.43,26.15,2020-02-25,-1.06,Equity / Other,2019,9,Thursday,173.0
BMY,Short,2019-12-13,64.22,61.72,2020-02-25,3.89,Healthcare,2019,12,Friday,74.0
MA,Short,2020-01-29,323.05,303.05,2020-02-25,6.19,Financial Services,2020,1,Wednesday,27.0
AMD,Short,2020-02-11,55.25,48.95,2020-02-24,11.4,Technology,2020,2,Tuesday,13.0
VXX,Long,2019-10-11,17.2,17.73,2020-02-24,3.08,Leveraged ETF,2019,10,Friday,136.0
NVDA,Short,2020-02-19,310.0,290.75,2020-02-21,6.21,Technology,2020,2,Wednesday,2.0
TVIX,Long,2020-02-05,43.52,48.85,2020-02-21,12.25,Equity / Other,2020,2,Wednesday,16.0
UCO,Long,2020-01-24,14.69,15.82,2020-02-20,7.69,Equity / Other,2020,1,Friday,27.0
UGAZ,Long,2020-01-17,53.9,52.08,2020-02-20,-3.37,Equity / Other,2020,1,Friday,34.0
TLRY,Long,2020-01-31,16.72,18.4,2020-02-19,10.05,Healthcare,2020,1,Friday,19.0
VERI,Long,2019-12-05,2.66,3.25,2020-02-18,22.18,Technology,2019,12,Thursday,75.0
SOHU,Long,2020-01-27,10.68,11.85,2020-02-07,10.96,Communication Services,2020,1,Monday,11.0
RIG,Long,2020-01-27,4.7,5.07,2020-02-05,7.87,Energy,2020,1,Monday,9.0
SLB,Long,2020-01-27,33.96,35.6,2020-02-05,4.83,Energy,2020,1,Monday,9.0
FB,Short,2020-01-09,217.55,204.85,2020-01-30,5.84,Equity / Other,2020,1,Thursday,21.0
AMD,Short,2020-01-22,51.48,46.98,2020-01-29,8.74,Technology,2020,1,Wednesday,7.0
LTC/USD,Long,2020-01-23,52.0,59.25,2020-01-27,13.94,Crypto,2020,1,Thursday,4.0
SOHU,Long,2020-01-23,11.13,12.2,2020-01-24,9.61,Communication Services,2020,1,Thursday,1.0
TVIX,Long,2020-01-16,39.95,44.5,2020-01-24,11.39,Equity / Other,2020,1,Thursday,8.0
BABA,Short,2020-01-08,220.1,212.9,2020-01-24,3.27,Consumer Cyclical,2020,1,Wednesday,16.0
LABD,Long,2020-01-15,11.67,13.33,2020-01-23,14.22,Leveraged ETF,2020,1,Wednesday,8.0
LTC/USD,Long,2019-09-24,53.5,63.15,2020-01-17,18.04,Crypto,2019,9,Tuesday,115.0
ACB,Long,2020-01-06,1.7,1.89,2020-01-15,11.18,Healthcare,2020,1,Monday,9.0
TUP,Long,2020-01-02,8.45,9.15,2020-01-15,8.28,Equity / Other,2020,1,Thursday,13.0
TLRY,Long,2019-11-25,17.92,18.77,2020-01-14,4.74,Healthcare,2019,11,Monday,50.0
ETH/USD,Long,2019-11-22,140.0,165.5,2020-01-14,18.21,Crypto,2019,11,Friday,53.0
MJ,Long,2019-12-04,16.92,17.84,2020-01-14,5.44,Equity / Other,2019,12,Wednesday,41.0
SOHU,Long,2019-05-20,14.13,13.82,2020-01-09,-2.19,Communication Services,2019,5,Monday,234.0
SCO,Long,2019-12-06,12.34,12.65,2020-01-08,2.51,Equity / Other,2019,12,Friday,33.0
WMT,Short,2019-10-17,120.0,116.4,2020-01-07,3.0,Consumer Defensive,2019,10,Thursday,82.0
LABD,Long,2019-12-16,11.82,12.82,2020-01-02,8.46,Leveraged ETF,2019,12,Monday,17.0
VXX,Long,2021-02-02,42.3,18.46,2021-12-30,-56.35,Leveraged ETF,2021,2,Tuesday,331.0
SDS,Long,2021-02-02,10.04,6.96,2021-12-30,-30.67,Equity / Other,2021,2,Tuesday,331.0
SOXS,Long,2021-10-26,4.49,3.32,2021-12-30,-26.05,Leveraged ETF,2021,10,Tuesday,65.0
SPXU,Long,2021-10-15,14.19,12.15,2021-12-30,-14.37,Equity / Other,2021,10,Friday,76.0
TMV,Long,2021-11-30,50.35,56.0,2021-12-30,11.22,Equity / Other,2021,11,Tuesday,30.0
T,Long,2021-09-08,24.56,24.9,2021-12-23,1.38,Communication Services,2021,9,Wednesday,106.0
BHP,Long,2021-09-17,55.2,60.15,2021-12-23,8.97,Basic Materials,2021,9,Friday,97.0
CHGG,Long,2021-11-15,27.91,31.35,2021-12-22,12.33,Consumer Defensive,2021,11,Monday,37.0
SE,Long,2021-12-17,201.54,226.64,2021-12-21,12.45,Consumer Cyclical,2021,12,Friday,4.0
SE,Short,2021-06-15,178.04,201.54,2021-12-17,-13.2,Consumer Cyclical,2021,6,Tuesday,185.0
QID,Long,2021-12-07,15.91,17.06,2021-12-17,7.23,Other/ETF,2021,12,Tuesday,10.0
BOIL,Long,2021-12-02,28.36,30.86,2021-12-13,8.82,Equity / Other,2021,12,Thursday,11.0
STNE,Long,2021-11-22,16.56,19.06,2021-12-09,15.1,Technology,2021,11,Monday,17.0
TNA,Long,2021-11-23,81.75,87.05,2021-12-07,6.48,Leveraged ETF,2021,11,Tuesday,14.0
VALE,Long,2021-11-03,12.04,13.27,2021-12-06,10.22,Basic Materials,2021,11,Wednesday,33.0
QID,Long,2021-10-18,16.89,17.25,2021-12-03,2.13,Other/ETF,2021,10,Monday,46.0
ORCL,Short,2021-10-11,95.6,88.1,2021-12-03,7.85,Technology,2021,10,Monday,53.0
AMD,Long,2021-11-16,156.0,142.0,2021-12-03,8.97,Technology,2021,11,Tuesday,17.0
UCO,Long,2021-12-02,62.75,70.05,2021-12-02,11.63,Equity / Other,2021,12,Thursday,0.0
IWM,Short,2021-01-06,207.65,214.25,2021-12-01,-3.18,Index ETF,2021,1,Wednesday,329.0
DRV,Long,2021-11-10,39.45,43.85,2021-12-01,11.15,Equity / Other,2021,11,Wednesday,21.0
GRMN,Short,2020-07-17,137.27,135.0,2021-11-30,1.65,Technology,2020,7,Friday,501.0
SCO,Long,2020-11-26,18.22,15.08,2021-11-26,-17.23,Equity / Other,2020,11,Thursday,365.0
TTM,Short,2021-10-13,33.55,30.2,2021-11-26,9.99,Equity / Other,2021,10,Wednesday,44.0
AXP,Short,2021-07-21,172.2,155.8,2021-11-26,9.52,Financial Services,2021,7,Wednesday,128.0
NET,Short,2021-10-15,194.63,179.63,2021-11-23,7.71,Technology,2021,10,Friday,39.0
CGC,Long,2021-09-10,14.33,15.88,2021-11-15,10.82,Healthcare,2021,9,Friday,66.0
DIDI,Long,2021-10-29,8.08,9.5,2021-11-12,17.57,Technology,2021,10,Friday,14.0
AFRM,Short,2021-10-12,150.35,139.35,2021-11-10,7.32,Financial Services,2021,10,Tuesday,29.0
GDX,Long,2021-06-17,31.24,34.44,2021-11-10,10.24,Equity / Other,2021,6,Thursday,146.0
AMD,Long,2021-11-08,152.05,138.9,2021-11-10,8.65,Technology,2021,11,Monday,2.0
HUYA,Long,2021-10-29,8.25,9.8,2021-11-09,18.79,Communication Services,2021,10,Friday,11.0
MRNA,Long,2021-11-05,218.25,243.25,2021-11-08,11.46,Healthcare,2021,11,Friday,3.0
BTC/USD,Short,2021-10-20,66100.0,64040.0,2021-11-02,3.12,Crypto,2021,10,Wednesday,13.0
KOLD,Long,2021-10-27,5.88,6.58,2021-10-28,11.91,Equity / Other,2021,10,Wednesday,1.0
KOLD,Long,2021-10-25,5.93,6.55,2021-10-26,10.46,Equity / Other,2021,10,Monday,1.0
TIGR,Long,2021-10-14,6.15,10.0,2021-10-21,15.77,Financial Services,2021,10,Thursday,7.0
KWEB,Long,2021-07-19,48.62,53.78,2021-10-20,10.61,Equity / Other,2021,7,Monday,93.0
BIDU,Long,2021-07-06,159.25,160.25,2021-10-20,13.19,Communication Services,2021,7,Tuesday,106.0
ICPT,Long,2021-07-13,15.33,17.21,2021-10-12,12.26,Equity / Other,2021,7,Tuesday,91.0
BABA,Long,2021-07-06,156.34,163.44,2021-10-11,4.54,Consumer Cyclical,2021,7,Tuesday,97.0
MOMO,Long,2021-10-04,10.19,11.59,2021-10-11,13.74,Communication Services,2021,10,Monday,7.0
DIDI,Long,2021-10-04,7.3,8.46,2021-10-11,15.89,Technology,2021,10,Monday,7.0
KOLD,Long,2021-10-04,6.2,7.7,2021-10-07,24.19,Equity / Other,2021,10,Monday,3.0
BEKE,Long,2021-10-04,17.59,19.39,2021-10-07,10.23,Real Estate,2021,10,Monday,3.0
PDD,Long,2021-10-04,84.26,95.26,2021-10-07,13.06,Consumer Cyclical,2021,10,Monday,3.0
TIGR,Long,2021-10-04,9.7,11.15,2021-10-07,14.95,Financial Services,2021,10,Monday,3.0
DOYU,Long,2021-10-04,2.98,3.42,2021-10-07,15.1,Communication Services,2021,10,Monday,3.0
QID,Long,2021-05-20,19.77,20.47,2021-10-04,3.54,Other/ETF,2021,5,Thursday,137.0
DXD,Long,2021-03-15,9.45,9.53,2021-10-04,0.85,Equity / Other,2021,3,Monday,203.0
BX,Short,2021-07-29,123.45,112.55,2021-10-04,8.83,Financial Services,2021,7,Thursday,67.0
SQQQ,Long,2021-08-10,7.75,8.85,2021-10-01,14.19,Leveraged ETF,2021,8,Tuesday,52.0
DKS,Short,2021-08-25,133.25,117.65,2021-10-01,11.71,Consumer Cyclical,2021,8,Wednesday,37.0
BEKE,Long,2021-09-24,16.42,18.42,2021-09-29,12.18,Real Estate,2021,9,Friday,5.0
KOLD,Long,2021-09-27,7.16,8.06,2021-09-29,12.57,Equity / Other,2021,9,Monday,2.0
SOXS,Long,2021-08-23,6.4,7.05,2021-09-29,10.16,Leveraged ETF,2021,8,Monday,37.0
TMV,Long,2021-06-17,58.68,62.58,2021-09-28,6.82,Equity / Other,2021,6,Thursday,103.0
DRV,Long,2021-05-25,4.88,5.04,2021-09-28,3.28,Equity / Other,2021,5,Tuesday,126.0
SPXU,Long,2021-09-23,16.16,17.09,2021-09-28,5.76,Equity / Other,2021,9,Thursday,5.0
BEKE,Long,2021-09-14,16.26,18.1,2021-09-22,11.32,Real Estate,2021,9,Tuesday,8.0
SPXU,Long,2021-07-22,16.29,17.54,2021-09-20,7.67,Equity / Other,2021,7,Thursday,60.0
GOOGL,Short,2021-08-30,2898.5,2738.5,2021-09-20,5.52,Communication Services,2021,8,Monday,21.0
KOLD,Long,2021-09-14,8.78,9.68,2021-09-17,10.25,Equity / Other,2021,9,Tuesday,3.0
TUR,Long,2021-03-22,22.75,24.05,2021-09-01,5.71,Equity / Other,2021,3,Monday,163.0
BEKE,Long,2021-08-30,17.35,19.85,2021-09-01,14.41,Real Estate,2021,8,Monday,2.0
YY,Long,2021-06-21,54.65,64.2,2021-08-26,17.48,Equity / Other,2021,6,Monday,66.0
LVS,Long,2021-08-19,37.5,41.4,2021-08-24,10.4,Consumer Cyclical,2021,8,Thursday,5.0
PDD,Long,2021-07-23,90.25,97.2,2021-08-24,7.7,Consumer Cyclical,2021,7,Friday,32.0
BEKE,Long,2021-08-03,18.03,19.43,2021-08-24,7.77,Real Estate,2021,8,Tuesday,21.0
XOM,Short,2021-02-24,57.87,53.12,2021-08-19,8.21,Energy,2021,2,Wednesday,176.0
SOXS,Long,2021-08-03,6.6,7.32,2021-08-17,10.91,Leveraged ETF,2021,8,Tuesday,14.0
GILD,Long,2021-08-11,65.11,71.35,2021-08-16,9.58,Healthcare,2021,8,Wednesday,5.0
MRNA,Short,2021-07-23,389.6,350.64,2021-08-16,10.0,Healthcare,2021,7,Friday,24.0
MU,Short,2020-12-04,78.59,71.3,2021-08-12,9.28,Technology,2020,12,Friday,251.0
AMD,Short,2021-08-04,118.25,111.9,2021-08-05,5.37,Technology,2021,8,Wednesday,1.0
FDX,Short,2021-05-03,303.09,276.903024,2021-08-02,8.64,Industrials,2021,5,Monday,91.0
JETS,Long,2021-07-19,21.58,23.02,2021-07-21,6.67,Equity / Other,2021,7,Monday,2.0
MRNA,Short,2021-07-20,333.75,289.75,2021-07-20,10.49,Healthcare,2021,7,Tuesday,0.0
TWM,Long,2021-06-01,13.63,15.0,2021-07-15,10.05,Equity / Other,2021,6,Tuesday,44.0
AMC,Short,2021-07-06,55.0,44.5,2021-07-07,19.1,Communication Services,2021,7,Tuesday,1.0
