Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %,Sector,Year,Month,Weekday,Trade Duration
SCO,Long,2017-05-22,36.05,39.2,2017-05-25,8.74,Equity / Other,2017,5,Monday,3.0
AKAM,Long,2017-05-25,50.24,51.14,2017-07-17,6.45,Technology,2017,5,Thursday,53.0
MCD,Short,2017-05-26,150.05,156.58,2018-02-09,-4.35,Consumer Cyclical,2017,5,Friday,259.0
TSLA,Short,2017-05-31,345.78,307.5,2017-07-06,11.07,Consumer Cyclical,2017,5,Wednesday,36.0
AMZN,Short,2017-06-02,1006.0,951.0,2017-06-12,5.47,Consumer Cyclical,2017,6,Friday,10.0
DSLV,Long,2017-06-06,22.45,24.49,2017-06-09,9.13,Equity / Other,2017,6,Tuesday,3.0
EDZ,Long,2017-06-08,14.15,15.18,2017-06-15,7.28,Equity / Other,2017,6,Thursday,7.0
NVDA,Short,2017-06-09,167.25,149.75,2017-06-09,10.46,Technology,2017,6,Friday,0.0
KNDI,Long,2017-06-15,4.05,4.8,2017-09-13,18.52,Consumer Cyclical,2017,6,Thursday,90.0
AMZN,Short,2017-06-19,996.0,1110.0,2017-10-30,-11.45,Consumer Cyclical,2017,6,Monday,133.0
FL,Long,2017-06-20,50.32,47.2,2017-07-21,-6.2,Equity / Other,2017,6,Tuesday,31.0
UCO,Long,2017-06-21,12.67,13.08,2017-06-22,4.14,Equity / Other,2017,6,Wednesday,1.0
WTW,Short,2017-06-28,34.1,31.8,2017-06-29,6.75,Financial Services,2017,6,Wednesday,1.0
SCO,Long,2017-07-03,42.22,44.45,2017-07-05,5.28,Equity / Other,2017,7,Monday,2.0
JCP,Long,2017-07-05,4.7,5.33,2017-07-25,13.4,Consumer Cyclical,2017,7,Wednesday,20.0
ORLY,Long,2017-07-05,176.7,185.25,2017-07-13,4.84,Consumer Cyclical,2017,7,Wednesday,8.0
USLV,Long,2017-07-07,9.5,10.09,2017-07-11,6.21,Equity / Other,2017,7,Friday,4.0
APRN,Long,2017-07-07,3.84,3.95,2018-07-12,3.0,Equity / Other,2017,7,Friday,370.0
GE,Long,2017-07-10,25.9,24.61,2017-08-18,-1.08,Industrials,2017,7,Monday,39.0
DF,Long,2017-07-13,15.1,14.99,2017-08-07,-0.73,Equity / Other,2017,7,Thursday,25.0
SQQQ,Long,2017-07-14,28.68,21.2,2017-12-28,-26.08,Leveraged ETF,2017,7,Friday,167.0
WTW,Short,2017-07-18,37.65,33.85,2017-08-02,10.0,Financial Services,2017,7,Tuesday,15.0
NVDA,Long,2017-07-19,176.9,199.5,2018-10-24,-12.78,Technology,2017,7,Wednesday,462.0
SDS,Long,2017-07-26,48.48,40.9,2017-12-28,-15.63,Equity / Other,2017,7,Wednesday,155.0
DSLV,Long,2017-07-27,25.72,28.29,2017-08-04,10.0,Equity / Other,2017,7,Thursday,8.0
EUO,Long,2017-07-31,21.62,21.42,2018-05-01,-0.9,Equity / Other,2017,7,Monday,274.0
SDOW,Long,2017-08-02,28.41,19.38,2017-12-28,-31.78,Other/ETF,2017,8,Wednesday,148.0
WTW,Short,2017-08-08,45.5,43.0,2017-09-11,5.5,Financial Services,2017,8,Tuesday,34.0
XRT,Long,2017-08-15,38.64,40.4,2017-09-11,4.56,Equity / Other,2017,8,Tuesday,27.0
CCIH,Long,2017-08-16,0.77,1.12,2017-10-06,45.5,Equity / Other,2017,8,Wednesday,51.0
RH,Long,2017-08-21,46.86,50.36,2017-09-05,7.47,Consumer Cyclical,2017,8,Monday,15.0
ALK,Long,2017-08-22,77.35,79.06,2017-10-03,2.21,Industrials,2017,8,Tuesday,42.0
CMG,Long,2017-08-23,299.88,306.26,2017-09-08,2.1,Consumer Cyclical,2017,8,Wednesday,16.0
WEAT,Long,2017-08-31,6.45,6.66,2017-09-26,3.26,Equity / Other,2017,8,Thursday,26.0
SOXS,Long,2017-09-12,22.64,16.05,2017-12-28,-29.1,Leveraged ETF,2017,9,Tuesday,107.0
EFX,Long,2017-09-14,90.4,96.17,2017-09-21,6.38,Industrials,2017,9,Thursday,7.0
TSLA,Short,2017-09-15,377.41,357.41,2017-09-22,5.3,Consumer Cyclical,2017,9,Friday,7.0
RACE,Short,2017-09-20,112.87,117.87,2018-02-09,-4.43,Consumer Cyclical,2017,9,Wednesday,142.0
UGLD,Long,2017-09-21,10.65,11.07,2017-10-10,3.94,Equity / Other,2017,9,Thursday,19.0
QCOM,Long,2017-09-25,51.73,54.33,2017-10-11,5.03,Technology,2017,9,Monday,16.0
JCP,Long,2017-10-02,3.46,3.69,2017-11-29,6.65,Consumer Cyclical,2017,10,Monday,58.0
TZA,Long,2017-10-03,13.2,12.48,2018-02-05,-5.45,Equity / Other,2017,10,Tuesday,125.0
AA,Short,2017-10-05,48.32,44.0,2017-11-09,9.0,Basic Materials,2017,10,Thursday,35.0
GM,Short,2017-10-09,45.26,42.26,2017-10-30,6.63,Consumer Cyclical,2017,10,Monday,21.0
TTWO,Short,2017-10-12,103.7,101.6,2017-12-04,2.03,Communication Services,2017,10,Thursday,53.0
PCG,Long,2017-10-16,52.0,55.13,2017-10-17,6.01,Utilities,2017,10,Monday,1.0
QCOM,Long,2017-10-17,52.22,53.6,2017-10-23,2.34,Technology,2017,10,Tuesday,6.0
UGLD,Long,2017-10-23,10.15,10.25,2017-12-20,1.0,Equity / Other,2017,10,Monday,58.0
PG,Long,2017-10-24,86.5,90.16,2017-12-04,4.23,Consumer Defensive,2017,10,Tuesday,41.0
HMNY,Long,2017-10-30,9.75,10.75,2017-10-31,10.26,Technology,2017,10,Monday,1.0
NFLX,Short,2017-10-31,196.3,185.0,2017-11-29,5.76,Communication Services,2017,10,Tuesday,29.0
GE,Long,2017-11-02,18.92,15.1,2018-02-05,-20.1,Industrials,2017,11,Thursday,95.0
LRCX,Short,2017-11-03,206.25,194.0,2017-11-29,5.94,Technology,2017,11,Friday,26.0
HMNY,Long,2017-11-03,9.6,11.5,2017-11-06,20.0,Technology,2017,11,Friday,3.0
VZ,Long,2017-11-06,45.3,48.13,2017-11-29,6.16,Communication Services,2017,11,Monday,23.0
TOL,Short,2017-11-10,48.26,45.45,2017-12-05,5.82,Consumer Cyclical,2017,11,Friday,25.0
DCIX,Long,2017-11-14,5.98,7.5,2017-11-15,25.42,Equity / Other,2017,11,Tuesday,1.0
BBBY,Long,2017-11-16,20.35,22.65,2017-11-29,11.3,Equity / Other,2017,11,Thursday,13.0
AAOI,Long,2017-11-22,41.98,44.5,2017-11-30,6.0,Technology,2017,11,Wednesday,8.0
AMZN,Short,2017-11-27,1212.0,1152.0,2017-11-29,5.0,Consumer Cyclical,2017,11,Monday,2.0
IYT,Short,2017-11-30,192.75,187.75,2018-02-05,2.6,Equity / Other,2017,11,Thursday,67.0
FAZ,Long,2017-11-30,12.12,11.85,2018-02-05,-2.2,Leveraged ETF,2017,11,Thursday,67.0
JCI,Long,2017-12-01,37.49,39.48,2018-01-04,5.3,Industrials,2017,12,Friday,34.0
INTU,Short,2017-12-04,155.81,150.95,2018-02-09,3.13,Technology,2017,12,Monday,67.0
COST,Short,2017-12-05,189.45,182.8,2018-02-05,3.51,Consumer Defensive,2017,12,Tuesday,62.0
USLV,Long,2017-12-07,9.32,10.0,2017-12-13,7.3,Equity / Other,2017,12,Thursday,6.0
BX,Long,2017-12-08,31.82,35.46,2017-12-17,7.6,Financial Services,2017,12,Friday,9.0
WBA,Long,2017-12-08,70.16,74.51,2018-01-02,6.19,Equity / Other,2017,12,Friday,25.0
BABA,Short,2017-12-12,179.59,169.75,2017-12-14,5.48,Consumer Cyclical,2017,12,Tuesday,2.0
BUD,Long,2017-12-13,110.5,112.98,2018-02-02,2.24,Consumer Defensive,2017,12,Wednesday,51.0
ASML,Short,2017-12-14,172.15,176.78,2018-02-09,-2.69,Technology,2017,12,Thursday,57.0
ICPT,Long,2017-12-18,62.14,54.15,2018-01-08,-12.85,Equity / Other,2017,12,Monday,21.0
INTC,Long,2017-12-20,47.5,44.9,2018-01-03,5.5,Technology,2017,12,Wednesday,14.0
FCX,Short,2017-12-26,18.75,18.02,2018-02-02,3.9,Basic Materials,2017,12,Tuesday,38.0
JBL,Long,2017-12-26,27.28,28.16,2018-01-04,5.47,Technology,2017,12,Tuesday,9.0
BAC,Short,2017-12-27,30.02,29.3,2018-02-05,2.4,Financial Services,2017,12,Wednesday,40.0
DGLD,Long,2017-12-29,41.03,42.85,2018-02-09,4.44,Equity / Other,2017,12,Friday,42.0
USLV,Long,2017-12-29,23.45,24.6,2018-01-23,5.0,Equity / Other,2017,12,Friday,25.0
DCIX,Long,2018-01-02,2.73,3.09,2018-05-09,13.19,Equity / Other,2018,1,Tuesday,127.0
CMG,Long,2018-01-02,290.75,302.75,2018-01-03,4.13,Consumer Cyclical,2018,1,Tuesday,1.0
NFLX,Short,2018-01-03,214.75,258.12,2018-01-24,-20.0,Communication Services,2018,1,Wednesday,21.0
UVXY,Long,2018-01-03,9.15,10.22,2018-01-24,11.7,Leveraged ETF,2018,1,Wednesday,21.0
AMZN,Short,2018-01-04,1242.5,1355.0,2018-01-23,-9.05,Consumer Cyclical,2018,1,Thursday,19.0
QID,Long,2018-01-08,11.77,11.97,2018-02-02,1.7,Other/ETF,2018,1,Monday,25.0
SLB,Short,2018-01-11,76.92,73.3,2018-01-31,4.71,Energy,2018,1,Thursday,20.0
DXD,Long,2018-01-16,7.85,8.08,2018-02-02,3.0,Equity / Other,2018,1,Tuesday,17.0
TSLA,Short,2018-01-22,357.0,336.5,2018-01-26,5.75,Consumer Cyclical,2018,1,Monday,4.0
SPXS,Long,2018-01-24,25.02,26.37,2018-02-02,5.2,Equity / Other,2018,1,Wednesday,9.0
UUP,Long,2018-01-25,23.16,24.0,2018-05-01,3.62,Equity / Other,2018,1,Thursday,96.0
BUD,Long,2018-01-25,106.71,107.43,2018-02-28,0.67,Consumer Defensive,2018,1,Thursday,34.0
MSFT,Short,2018-01-25,93.0,88.75,2018-02-05,4.57,Technology,2018,1,Thursday,11.0
SDOW,Long,2018-01-29,15.68,16.5,2018-01-30,5.23,Other/ETF,2018,1,Monday,1.0
JPM,Long,2018-02-01,116.5,112.2,2018-02-05,3.7,Financial Services,2018,2,Thursday,4.0
PG,Long,2018-02-02,83.55,78.72,2018-03-15,-5.78,Consumer Defensive,2018,2,Friday,41.0
RIOT,Long,2018-02-02,11.68,12.7,2018-02-02,8.7,Financial Services,2018,2,Friday,0.0
XHB,Long,2018-02-02,43.22,43.52,2018-02-07,0.7,Equity / Other,2018,2,Friday,5.0
XOM,Long,2018-02-05,78.05,79.8,2018-02-27,2.27,Energy,2018,2,Monday,22.0
MJX,Long,2018-02-05,28.95,32.0,2018-02-05,10.54,Other/ETF,2018,2,Monday,0.0
RIOT,Long,2018-02-05,11.2,12.5,2018-02-06,11.61,Financial Services,2018,2,Monday,1.0
GBTC,Long,2018-02-05,10.3,11.8,2018-02-06,14.56,Equity / Other,2018,2,Monday,1.0
VERI,Long,2018-02-06,14.35,16.25,2018-02-06,13.24,Technology,2018,2,Tuesday,0.0
TXN,Long,2018-02-08,99.25,104.5,2018-02-16,5.3,Technology,2018,2,Thursday,8.0
VERI,Long,2018-02-08,14.35,16.4,2018-02-14,15.0,Technology,2018,2,Thursday,6.0
MMM,Long,2018-02-09,218.75,230.2,2018-02-12,5.23,Industrials,2018,2,Friday,3.0
SVXY,Long,2018-02-09,9.84,11.1,2018-02-09,12.84,Equity / Other,2018,2,Friday,0.0
SSO,Long,2018-02-09,98.65,105.1,2018-02-09,6.54,Equity / Other,2018,2,Friday,0.0
PCG,Long,2018-02-12,38.85,41.05,2018-02-23,5.4,Utilities,2018,2,Monday,11.0
CERN,Long,2018-02-12,62.81,65.77,2018-03-23,-9.61,Technology,2018,2,Monday,39.0
AAPL,Short,2018-02-16,177.35,167.6,2018-03-23,5.5,Technology,2018,2,Friday,35.0
QID,Long,2018-02-16,11.57,11.92,2018-03-01,3.03,Other/ETF,2018,2,Friday,13.0
SPXU,Long,2018-02-16,10.12,10.9,2018-03-01,7.71,Equity / Other,2018,2,Friday,13.0
SOXS,Long,2018-02-20,11.49,12.4,2018-03-01,7.92,Leveraged ETF,2018,2,Tuesday,9.0
AMZN,Short,2018-02-21,1554.0,1499.0,2018-03-23,3.54,Consumer Cyclical,2018,2,Wednesday,30.0
VERI,Long,2018-02-22,14.5,16.2,2018-02-26,11.72,Technology,2018,2,Thursday,4.0
AXP,Short,2018-02-26,100.35,95.65,2018-03-01,4.7,Financial Services,2018,2,Monday,3.0
FAZ,Long,2018-02-26,10.35,11.17,2018-03-01,8.0,Leveraged ETF,2018,2,Monday,3.0
MSFT,Short,2018-02-26,94.6,91.0,2018-03-02,3.81,Technology,2018,2,Monday,4.0
INTC,Short,2018-02-27,51.15,47.6,2018-03-01,5.0,Technology,2018,2,Tuesday,2.0
NFLX,Short,2018-03-05,314.0,299.0,2018-03-27,5.0,Communication Services,2018,3,Monday,22.0
XRAY,Long,2018-03-06,56.16,57.45,2018-03-19,2.25,Healthcare,2018,3,Tuesday,13.0
SQQQ,Long,2018-03-06,15.66,16.5,2018-03-19,5.36,Leveraged ETF,2018,3,Tuesday,13.0
SOXS,Long,2018-03-06,10.64,12.0,2018-03-23,12.78,Leveraged ETF,2018,3,Tuesday,17.0
LRCX,Short,2018-03-09,225.37,212.6,2018-03-19,5.67,Technology,2018,3,Friday,10.0
ASML,Short,2018-03-12,211.75,201.1,2018-03-23,5.03,Technology,2018,3,Monday,11.0
SPXU,Long,2018-03-12,9.67,10.55,2018-03-19,8.58,Equity / Other,2018,3,Monday,7.0
CI,Long,2018-03-13,164.0,173.5,2018-04-16,5.79,Healthcare,2018,3,Tuesday,34.0
S,Long,2018-03-16,5.09,5.85,2018-04-10,15.0,Technology,2018,3,Friday,25.0
MU,Short,2018-03-20,61.05,59.1,2018-03-22,3.2,Technology,2018,3,Tuesday,2.0
KHC,Long,2018-03-23,58.5,61.5,2018-06-15,5.13,Consumer Defensive,2018,3,Friday,84.0
GOOGL,Long,2018-03-23,1028.5,1059.25,2018-03-26,3.0,Communication Services,2018,3,Friday,3.0
GOOGL,Long,2018-03-26,1006.75,1067.75,2018-04-17,6.06,Communication Services,2018,3,Monday,22.0
AAOI,Long,2018-03-26,24.5,28.1,2018-04-11,14.69,Technology,2018,3,Monday,16.0
AMZN,Short,2018-03-27,1572.0,1521.5,2018-03-27,3.21,Consumer Cyclical,2018,3,Tuesday,0.0
TSLA,Long,2018-03-29,248.5,268.0,2018-03-29,7.85,Consumer Cyclical,2018,3,Thursday,0.0
TSLA,Long,2018-04-03,247.5,272.25,2018-04-03,10.0,Consumer Cyclical,2018,4,Tuesday,0.0
SNAP,Long,2018-04-03,14.04,15.45,2018-04-23,10.04,Communication Services,2018,4,Tuesday,20.0
TSLA,Short,2018-04-05,305.0,283.0,2018-04-17,7.21,Consumer Cyclical,2018,4,Thursday,12.0
GE,Long,2018-04-06,12.95,13.9,2018-04-19,7.34,Industrials,2018,4,Friday,13.0
AAL,Long,2018-04-10,47.64,45.75,2018-04-25,-3.97,Industrials,2018,4,Tuesday,15.0
MNK,Long,2018-04-13,12.96,14.26,2018-05-09,10.03,Equity / Other,2018,4,Friday,26.0
VLO,Short,2018-04-17,108.48,122.04,2018-05-21,-12.5,Energy,2018,4,Tuesday,34.0
AMZN,Short,2018-04-17,1506.0,1455.5,2018-04-24,3.35,Consumer Cyclical,2018,4,Tuesday,7.0
NFLX,Short,2018-04-17,330.0,311.0,2018-04-24,5.76,Communication Services,2018,4,Tuesday,7.0
TZA,Long,2018-04-18,10.14,11.47,2018-04-25,10.18,Equity / Other,2018,4,Wednesday,7.0
AA,Short,2018-04-19,62.15,57.75,2018-04-20,7.07,Basic Materials,2018,4,Thursday,1.0
QCOM,Long,2018-04-23,50.25,53.05,2018-05-07,5.57,Technology,2018,4,Monday,14.0
AA,Long,2018-04-24,49.95,54.95,2018-04-26,10.01,Basic Materials,2018,4,Tuesday,2.0
SQ,Short,2017-06-27,25.34,44.4,2018-04-24,-75.22,Equity / Other,2017,6,Tuesday,301.0
GE,Long,2018-04-25,13.99,15.09,2018-05-16,7.86,Industrials,2018,4,Wednesday,21.0
OLED,Long,2018-04-27,88.5,95.6,2018-05-04,8.02,Technology,2018,4,Friday,7.0
MMM,Long,2018-05-01,192.0,202.05,2018-05-08,5.23,Industrials,2018,5,Tuesday,7.0
UGLD,Long,2018-05-01,10.59,9.27,2018-06-28,-12.46,Equity / Other,2018,5,Tuesday,58.0
UTX,Long,2018-05-01,117.87,123.55,2018-05-14,4.81,Equity / Other,2018,5,Tuesday,13.0
FRED,Long,2018-05-02,1.84,2.05,2018-06-15,11.41,Equity / Other,2018,5,Wednesday,44.0
KNDI,Long,2018-05-04,5.0,5.55,2018-05-10,11.0,Consumer Cyclical,2018,5,Friday,6.0
AAPL,Short,2018-05-07,196.67,219.25,2018-08-28,-11.48,Technology,2018,5,Monday,113.0
SCO,Long,2018-05-07,16.38,17.31,2018-05-25,5.67,Equity / Other,2018,5,Monday,18.0
NFLX,Short,2018-05-09,340.5,392.5,2018-06-14,-15.27,Communication Services,2018,5,Wednesday,36.0
FB,Long,2018-05-10,193.05,214.3,2018-07-24,-10.62,Equity / Other,2018,5,Thursday,75.0
VXX,Long,2018-05-10,35.05,37.45,2018-05-29,6.85,Leveraged ETF,2018,5,Thursday,19.0
DCIX,Long,2018-05-10,1.8,2.16,2018-06-22,20.0,Equity / Other,2018,5,Thursday,43.0
SOXS,Long,2018-05-14,9.71,10.81,2018-06-25,11.33,Leveraged ETF,2018,5,Monday,42.0
GDDY,Long,2018-05-18,74.07,82.57,2018-09-11,-11.47,Technology,2018,5,Friday,116.0
WLL,Short,2018-05-21,53.45,47.65,2018-05-25,10.85,Equity / Other,2018,5,Monday,4.0
CSX,Short,2018-05-22,66.25,75.5,2018-08-27,-13.96,Industrials,2018,5,Tuesday,97.0
MU,Short,2018-05-29,63.6,59.1,2018-05-31,7.08,Technology,2018,5,Tuesday,2.0
AMZN,Long,2018-06-04,1684.88,1846.25,2018-07-25,-9.34,Consumer Cyclical,2018,6,Monday,51.0
MSFT,Long,2018-06-04,104.03,114.24,2018-09-21,-9.81,Technology,2018,6,Monday,109.0
SQQQ,Long,2018-06-05,13.32,14.49,2018-06-25,8.78,Leveraged ETF,2018,6,Tuesday,20.0
TZA,Long,2018-06-06,8.23,9.07,2018-10-02,10.2,Equity / Other,2018,6,Wednesday,118.0
AMD,Short,2018-06-06,16.03,14.95,2018-06-25,6.74,Technology,2018,6,Wednesday,19.0
VXX,Long,2018-06-06,32.2,35.95,2018-06-25,11.65,Leveraged ETF,2018,6,Wednesday,19.0
CCL,Long,2018-06-06,61.47,61.63,2018-06-25,0.52,Consumer Cyclical,2018,6,Wednesday,19.0
TSRO,Long,2018-06-11,42.96,39.7,2018-06-15,-7.58,Equity / Other,2018,6,Monday,4.0
INTU,Long,2018-06-18,209.5,198.9,2018-06-27,5.06,Technology,2018,6,Monday,9.0
NFLX,Short,2018-06-20,416.5,385.0,2018-06-25,7.56,Communication Services,2018,6,Wednesday,5.0
CELG,Long,2018-06-21,79.15,83.4,2018-07-09,5.37,Healthcare,2018,6,Thursday,18.0
NFLX,Short,2018-06-27,411.35,390.35,2018-06-27,5.11,Communication Services,2018,6,Wednesday,0.0
SCO,Long,2018-06-27,15.76,16.9,2018-07-16,7.23,Equity / Other,2018,6,Wednesday,19.0
SBUX,Long,2018-06-28,47.48,50.75,2018-07-24,6.08,Consumer Cyclical,2018,6,Thursday,26.0
SQQQ,Long,2018-07-06,13.2,11.6,2018-08-27,-12.12,Leveraged ETF,2018,7,Friday,52.0
SPXS,Long,2018-07-06,24.85,22.62,2018-08-21,-8.97,Equity / Other,2018,7,Friday,46.0
NFLX,Short,2018-07-09,416.0,396.0,2018-07-13,4.81,Communication Services,2018,7,Monday,4.0
VXX,Long,2018-07-09,32.72,28.62,2018-08-07,-12.56,Leveraged ETF,2018,7,Monday,29.0
INTU,Long,2018-07-10,212.95,202.85,2018-07-30,4.74,Technology,2018,7,Tuesday,20.0
SOXS,Long,2018-07-18,9.99,11.4,2018-08-17,14.11,Leveraged ETF,2018,7,Wednesday,30.0
USLV,Long,2018-07-19,70.0,71.0,2018-12-27,1.43,Equity / Other,2018,7,Thursday,161.0
APRN,Long,2018-07-23,2.85,3.17,2018-07-23,11.23,Equity / Other,2018,7,Monday,0.0
NTAP,Short,2018-07-25,81.3,76.82,2018-10-10,5.51,Technology,2018,7,Wednesday,77.0
SCO,Long,2018-07-26,15.82,17.56,2018-08-13,11.0,Equity / Other,2018,7,Thursday,18.0
VIRT,Long,2018-08-01,21.4,22.2,2018-08-21,7.92,Financial Services,2018,8,Wednesday,20.0
FAZ,Long,2018-08-07,9.47,9.7,2018-09-28,2.43,Leveraged ETF,2018,8,Tuesday,52.0
NWL,Long,2018-08-08,20.22,22.22,2018-08-27,10.0,Consumer Defensive,2018,8,Wednesday,19.0
INTU,Short,2018-08-09,219.35,208.55,2018-10-11,5.0,Technology,2018,8,Thursday,63.0
TEVA,Long,2018-08-09,22.7,23.35,2018-09-04,2.86,Healthcare,2018,8,Thursday,26.0
ROST,Short,2018-08-10,92.35,83.5,2018-11-20,9.58,Consumer Cyclical,2018,8,Friday,102.0
TVIX,Long,2018-08-10,30.1,35.0,2018-08-10,13.62,Equity / Other,2018,8,Friday,0.0
UGLD,Long,2018-08-13,7.96,8.33,2018-08-27,4.65,Equity / Other,2018,8,Monday,14.0
AMZN,Short,2018-08-14,1983.5,1890.0,2018-09-17,4.71,Consumer Cyclical,2018,8,Tuesday,34.0
MU,Long,2018-08-15,46.45,49.5,2018-08-21,6.57,Technology,2018,8,Wednesday,6.0
JCP,Long,2018-08-17,1.74,1.97,2018-09-19,13.22,Consumer Cyclical,2018,8,Friday,33.0
TVIX,Long,2018-08-20,31.07,34.77,2018-08-21,11.92,Equity / Other,2018,8,Monday,1.0
TVIX,Long,2018-08-22,31.25,35.25,2018-09-06,12.45,Equity / Other,2018,8,Wednesday,15.0
SOXS,Long,2018-08-23,9.66,12.52,2018-09-12,8.9,Leveraged ETF,2018,8,Thursday,20.0
SCO,Long,2018-08-24,15.15,12.55,2018-10-03,-17.16,Equity / Other,2018,8,Friday,40.0
AMD,Short,2018-08-27,26.29,31.28,2018-09-12,-18.98,Technology,2018,8,Monday,16.0
NFLX,Short,2018-08-27,367.5,332.0,2018-10-10,9.66,Communication Services,2018,8,Monday,44.0
JD,Long,2018-09-05,26.95,29.0,2018-09-13,7.61,Consumer Cyclical,2018,9,Wednesday,8.0
F,Long,2018-09-10,8.81,9.0,2018-10-25,2.16,Consumer Cyclical,2018,9,Monday,45.0
QCOM,Long,2018-09-11,59.37,60.37,2018-12-03,1.68,Technology,2018,9,Tuesday,83.0
WDC,Long,2018-09-11,55.2,58.3,2018-09-18,5.62,Technology,2018,9,Tuesday,7.0
HD,Short,2018-09-11,213.05,201.65,2018-10-04,5.35,Consumer Cyclical,2018,9,Tuesday,23.0
TVIX,Long,2018-09-12,27.55,31.15,2018-10-05,13.07,Equity / Other,2018,9,Wednesday,23.0
INTC,Long,2018-09-12,44.77,47.41,2018-10-02,5.89,Technology,2018,9,Wednesday,20.0
QID,Long,2018-09-14,36.05,37.12,2018-09-17,3.0,Other/ETF,2018,9,Friday,3.0
JD,Long,2018-09-17,25.75,27.05,2018-09-19,5.0,Consumer Cyclical,2018,9,Monday,2.0
TLRY,Short,2018-09-18,190.0,152.0,2018-09-19,20.0,Healthcare,2018,9,Tuesday,1.0
TLRY,Short,2018-09-19,217.0,160.0,2018-09-20,26.67,Healthcare,2018,9,Wednesday,1.0
SNAP,Long,2018-09-24,8.4,8.5,2019-02-05,1.2,Communication Services,2018,9,Monday,134.0
AMZN,Short,2018-09-25,1991.5,1873.5,2018-10-05,5.93,Consumer Cyclical,2018,9,Tuesday,10.0
SQQQ,Long,2018-09-25,11.15,12.35,2018-10-05,10.76,Leveraged ETF,2018,9,Tuesday,10.0
SPXS,Long,2018-10-01,21.04,22.52,2018-10-08,7.03,Equity / Other,2018,10,Monday,7.0
BOX,Long,2018-10-03,22.28,19.19,2018-10-18,-13.8,Technology,2018,10,Wednesday,15.0
JD,Long,2018-10-05,23.95,25.75,2019-02-05,7.52,Consumer Cyclical,2018,10,Friday,123.0
SFIX,Long,2018-10-08,25.07,26.77,2018-10-16,6.78,Consumer Cyclical,2018,10,Monday,8.0
SOHU,Long,2018-10-08,16.75,18.33,2018-10-12,9.43,Communication Services,2018,10,Monday,4.0
BABA,Long,2018-10-09,145.2,150.0,2018-11-01,3.3,Consumer Cyclical,2018,10,Tuesday,23.0
TNA,Long,2018-10-10,70.54,73.6,2018-10-16,4.34,Leveraged ETF,2018,10,Wednesday,6.0
TQQQ,Long,2018-10-10,54.82,61.65,2018-10-16,9.45,Leveraged ETF,2018,10,Wednesday,6.0
HD,Long,2018-10-11,184.75,188.65,2018-11-08,2.11,Consumer Cyclical,2018,10,Thursday,28.0
FAS,Long,2018-10-11,58.5,61.65,2018-10-16,5.39,Leveraged ETF,2018,10,Thursday,5.0
TOL,Long,2018-10-17,30.15,34.0,2018-10-31,12.77,Consumer Cyclical,2018,10,Wednesday,14.0
YINN,Long,2018-10-18,17.82,20.13,2018-11-01,12.96,Equity / Other,2018,10,Thursday,14.0
WYNN,Long,2018-10-23,97.5,106.3,2018-11-01,9.03,Consumer Cyclical,2018,10,Tuesday,9.0
GM,Long,2018-10-23,32.07,34.05,2018-10-30,6.17,Consumer Cyclical,2018,10,Tuesday,7.0
STT,Long,2018-10-23,68.85,73.97,2018-12-03,7.42,Financial Services,2018,10,Tuesday,41.0
BX,Long,2018-10-24,32.22,33.11,2018-11-15,2.75,Financial Services,2018,10,Wednesday,22.0
SOXL,Long,2018-10-24,90.05,101.25,2018-10-31,11.2,Leveraged ETF,2018,10,Wednesday,7.0
NVDA,Long,2018-10-24,199.5,210.75,2018-10-31,5.64,Technology,2018,10,Wednesday,7.0
VLO,Long,2018-10-24,87.5,93.3,2018-10-31,6.63,Energy,2018,10,Wednesday,7.0
THO,Long,2018-10-29,65.45,69.05,2018-10-31,5.5,Consumer Cyclical,2018,10,Monday,2.0
GE,Long,2018-10-30,9.35,7.67,2018-11-20,-17.96,Industrials,2018,10,Tuesday,21.0
UCO,Long,2018-11-06,24.45,18.92,2018-11-20,-22.57,Equity / Other,2018,11,Tuesday,14.0
IQ,Long,2018-11-12,19.8,21.8,2018-12-03,10.0,Communication Services,2018,11,Monday,21.0
BBBY,Long,2018-11-12,13.1,14.65,2019-01-09,11.83,Equity / Other,2018,11,Monday,58.0
AAPL,Long,2018-11-14,184.12,171.12,2019-02-04,-7.06,Technology,2018,11,Wednesday,82.0
GS,Long,2018-11-14,192.1,168.47,2018-11-14,-12.3,Financial Services,2018,11,Wednesday,0.0
OIH,Long,2018-11-14,17.75,16.42,2019-01-09,-7.49,Equity / Other,2018,11,Wednesday,56.0
VLO,Long,2018-11-14,80.47,83.57,2018-12-03,3.85,Energy,2018,11,Wednesday,19.0
TNA,Long,2018-11-15,60.5,66.0,2018-12-03,9.1,Leveraged ETF,2018,11,Thursday,18.0
SSO,Long,2018-11-15,107.68,109.88,2018-11-19,2.2,Equity / Other,2018,11,Thursday,4.0
FB,Long,2018-11-19,132.25,140.25,2018-11-30,6.05,Equity / Other,2018,11,Monday,11.0
OSTK,Long,2018-11-26,17.46,19.25,2018-11-28,10.25,Equity / Other,2018,11,Monday,2.0
THO,Long,2018-11-29,64.7,71.42,2018-12-03,10.39,Consumer Cyclical,2018,11,Thursday,4.0
THO,Long,2018-12-04,60.08,60.23,2019-01-09,0.25,Consumer Cyclical,2018,12,Tuesday,36.0
